time,P,G(i),H_sun,T2m,WS10m,Int
20230119:1510,13.14,27.13,7.85,3.55,0.97,0.0
20230119:1610,0.0,0.0,0.0,2.94,1.45,0.0
20230119:1710,0.0,0.0,0.0,2.07,1.66,0.0
20230119:1810,0.0,0.0,0.0,1.61,1.52,0.0
20230119:1910,0.0,0.0,0.0,1.33,1.03,0.0
20230119:2010,0.0,0.0,0.0,-0.05,1.45,0.0
20230119:2110,0.0,0.0,0.0,0.07,1.03,0.0
20230119:2210,0.0,0.0,0.0,0.49,0.62,0.0
20230119:2310,0.0,0.0,0.0,0.13,0.55,0.0
20230120:0010,0.0,0.0,0.0,-0.02,0.9,0.0
20230120:0110,0.0,0.0,0.0,-1.03,1.38,0.0
20230120:0210,0.0,0.0,0.0,-1.3,1.17,0.0
20230120:0310,0.0,0.0,0.0,-1.6,1.52,0.0
20230120:0410,0.0,0.0,0.0,-2.02,1.45,0.0
20230120:0510,0.0,0.0,0.0,-2.93,1.38,0.0
20230120:0610,0.0,0.0,0.0,-3.56,1.45,0.0
20230120:0710,0.0,0.0,0.0,-3.21,1.79,0.0
20230120:0810,386.55,440.89,9.81,-2.28,1.52,0.0
20230120:0910,231.48,268.89,16.77,0.06,1.38,0.0
20230120:1010,203.94,241.9,21.72,2.02,1.1,0.0
20230120:1110,610.1,722.99,24.19,3.74,1.1,0.0
20230120:1210,774.07,944.55,23.88,5.1,1.31,0.0
20230120:1310,687.6,822.04,20.82,5.99,1.86,0.0
20230120:1410,558.32,653.69,15.38,6.36,2.55,0.0
20230120:1510,345.76,406.48,8.06,5.93,2.48,0.0
20230120:1610,0.0,0.0,0.0,4.44,2.76,0.0
20230120:1710,0.0,0.0,0.0,2.89,3.03,0.0
20230120:1810,0.0,0.0,0.0,1.85,3.1,0.0
20230120:1910,0.0,0.0,0.0,2.15,4.07,0.0
20230120:2010,0.0,0.0,0.0,1.91,4.07,0.0
20230120:2110,0.0,0.0,0.0,1.65,4.0,0.0
20230120:2210,0.0,0.0,0.0,1.35,3.79,0.0
20230120:2310,0.0,0.0,0.0,1.14,3.38,0.0
20230121:0010,0.0,0.0,0.0,0.36,3.17,0.0
20230121:0110,0.0,0.0,0.0,-0.34,3.03,0.0
20230121:0210,0.0,0.0,0.0,-1.01,2.9,0.0
20230121:0310,0.0,0.0,0.0,-1.59,2.76,0.0
20230121:0410,0.0,0.0,0.0,-2.06,2.76,0.0
20230121:0510,0.0,0.0,0.0,-2.41,2.55,0.0
20230121:0610,0.0,0.0,0.0,-2.8,2.41,0.0
20230121:0710,0.0,0.0,0.0,-2.03,2.55,0.0
20230121:0810,333.99,381.4,9.96,-1.34,2.21,0.0
20230121:0910,553.71,638.36,16.93,1.93,2.0,0.0
20230121:1010,514.37,595.67,21.91,4.26,2.41,0.0
20230121:1110,671.73,791.16,24.4,5.71,2.9,0.0
20230121:1210,729.29,863.38,24.1,6.58,3.38,0.0
20230121:1310,471.97,547.64,21.05,7.06,3.66,0.0
20230121:1410,590.26,689.91,15.61,6.98,3.38,0.0
20230121:1510,111.38,142.57,8.28,6.21,2.69,0.0
20230121:1610,0.0,0.0,0.0,4.74,2.83,0.0
20230121:1710,0.0,0.0,0.0,3.42,2.97,0.0
20230121:1810,0.0,0.0,0.0,2.6,2.97,0.0
20230121:1910,0.0,0.0,0.0,3.37,3.66,0.0
20230121:2010,0.0,0.0,0.0,3.21,3.59,0.0
20230121:2110,0.0,0.0,0.0,2.92,3.31,0.0
20230121:2210,0.0,0.0,0.0,2.22,2.97,0.0
20230121:2310,0.0,0.0,0.0,1.51,2.69,0.0
20230122:0010,0.0,0.0,0.0,0.74,2.69,0.0
20230122:0110,0.0,0.0,0.0,-0.03,2.55,0.0
20230122:0210,0.0,0.0,0.0,-0.47,2.21,0.0
20230122:0310,0.0,0.0,0.0,-0.98,1.72,0.0
20230122:0410,0.0,0.0,0.0,-0.87,1.31,0.0
20230122:0510,0.0,0.0,0.0,-1.08,1.24,0.0
20230122:0610,0.0,0.0,0.0,-2.21,1.52,0.0
20230122:0710,0.0,1.81,1.64,-0.36,1.66,0.0
20230122:0810,93.02,119.69,10.11,0.4,1.38,0.0
20230122:0910,271.79,316.37,17.11,2.65,1.45,0.0
20230122:1010,272.92,319.99,22.11,4.51,1.86,0.0
20230122:1110,437.78,510.65,24.62,6.06,2.28,0.0
20230122:1210,520.54,611.48,24.34,7.3,2.55,0.0
20230122:1310,420.75,493.57,21.29,7.83,2.41,0.0
20230122:1410,556.08,660.38,15.84,8.1,2.0,0.0
20230122:1510,349.19,416.46,8.51,7.59,1.38,0.0
20230122:1610,0.0,0.0,0.0,5.85,1.59,0.0
20230122:1710,0.0,0.0,0.0,3.25,1.52,0.0
20230122:1810,0.0,0.0,0.0,2.81,1.17,0.0
20230122:1910,0.0,0.0,0.0,3.62,0.41,0.0
20230122:2010,0.0,0.0,0.0,1.7,1.24,0.0
20230122:2110,0.0,0.0,0.0,0.42,1.66,0.0
20230122:2210,0.0,0.0,0.0,-0.06,1.79,0.0
20230122:2310,0.0,0.0,0.0,-0.58,2.07,0.0
20230123:0010,0.0,0.0,0.0,-1.08,2.21,0.0
20230123:0110,0.0,0.0,0.0,-1.2,2.0,0.0
20230123:0210,0.0,0.0,0.0,-1.36,2.07,0.0
20230123:0310,0.0,0.0,0.0,-1.22,1.86,0.0
20230123:0410,0.0,0.0,0.0,-1.45,1.79,0.0
20230123:0510,0.0,0.0,0.0,-1.33,1.59,0.0
20230123:0610,0.0,0.0,0.0,-1.16,1.72,0.0
20230123:0710,0.0,3.62,1.77,-0.15,1.45,0.0
20230123:0810,140.47,171.68,10.27,0.66,1.59,0.0
20230123:0910,91.26,118.39,17.29,1.62,1.31,0.0
20230123:1010,92.22,120.16,22.32,2.36,1.1,0.0
20230123:1110,74.5,100.39,24.85,2.56,1.1,0.0
20230123:1210,117.96,148.85,24.57,2.56,1.1,0.0
20230123:1310,93.94,122.1,21.53,2.51,1.03,0.0
20230123:1410,49.14,71.45,16.08,2.88,0.97,0.0
20230123:1510,40.35,61.01,8.73,3.08,1.1,0.0
20230123:1610,0.0,0.0,0.0,3.12,1.59,0.0
20230123:1710,0.0,0.0,0.0,2.37,2.07,0.0
20230123:1810,0.0,0.0,0.0,1.77,2.14,0.0
20230123:1910,0.0,0.0,0.0,2.21,1.79,0.0
20230123:2010,0.0,0.0,0.0,1.96,2.21,0.0
20230123:2110,0.0,0.0,0.0,3.22,2.76,0.0
20230123:2210,0.0,0.0,0.0,3.52,2.9,0.0
20230123:2310,0.0,0.0,0.0,3.12,2.55,0.0
20230124:0010,0.0,0.0,0.0,2.57,2.14,0.0
20230124:0110,0.0,0.0,0.0,2.2,1.86,0.0
20230124:0210,0.0,0.0,0.0,1.96,1.86,0.0
20230124:0310,0.0,0.0,0.0,1.35,2.0,0.0
20230124:0410,0.0,0.0,0.0,0.61,2.0,0.0
20230124:0510,0.0,0.0,0.0,0.01,1.93,0.0
20230124:0610,0.0,0.0,0.0,-0.12,1.66,0.0
20230124:0710,0.0,2.71,1.92,1.11,1.52,0.0
20230124:0810,161.89,196.44,10.43,1.96,1.1,0.0
20230124:0910,544.6,645.63,17.48,4.4,0.69,0.0
20230124:1010,263.74,316.43,22.53,7.4,0.48,0.0
20230124:1110,720.21,899.13,25.08,9.15,0.83,0.0
20230124:1210,709.98,892.68,24.82,10.19,0.69,0.0
20230124:1310,641.52,799.87,21.78,10.73,0.55,0.0
20230124:1410,526.49,642.85,16.32,10.78,0.69,0.0
20230124:1510,333.13,403.65,8.96,10.33,0.97,0.0
20230124:1610,0.0,0.0,0.0,8.98,1.45,0.0
20230124:1710,0.0,0.0,0.0,6.04,1.59,0.0
20230124:1810,0.0,0.0,0.0,4.46,1.59,0.0
20230124:1910,0.0,0.0,0.0,4.58,1.45,0.0
20230124:2010,0.0,0.0,0.0,3.68,1.31,0.0
20230124:2110,0.0,0.0,0.0,4.02,0.9,0.0
20230124:2210,0.0,0.0,0.0,4.02,0.34,0.0
20230124:2310,0.0,0.0,0.0,3.22,0.76,0.0
20230125:0010,0.0,0.0,0.0,2.88,0.9,0.0
20230125:0110,0.0,0.0,0.0,3.13,0.97,0.0
20230125:0210,0.0,0.0,0.0,3.41,0.76,0.0
20230125:0310,0.0,0.0,0.0,2.68,0.97,0.0
20230125:0410,0.0,0.0,0.0,2.16,0.9,0.0
20230125:0510,0.0,0.0,0.0,1.72,1.03,0.0
20230125:0610,0.0,0.0,0.0,0.79,1.38,0.0
20230125:0710,0.0,5.43,2.07,1.04,1.45,0.0
20230125:0810,358.43,418.54,10.6,1.88,0.97,0.0
20230125:0910,555.05,660.38,17.67,4.61,0.62,0.0
20230125:1010,403.47,481.29,22.75,7.19,0.34,0.0
20230125:1110,164.75,206.1,25.32,8.56,0.21,0.0
20230125:1210,128.5,164.78,25.07,9.23,1.59,0.0
20230125:1310,165.16,205.55,22.03,9.5,1.93,0.0
20230125:1410,510.94,609.95,16.56,9.42,1.72,0.0
20230125:1510,337.95,406.33,9.2,9.11,1.17,0.0
20230125:1610,0.0,0.0,0.0,8.18,1.03,0.0
20230125:1710,0.0,0.0,0.0,6.2,1.31,0.0
20230125:1810,0.0,0.0,0.0,5.41,1.1,0.0
20230125:1910,0.0,0.0,0.0,6.17,0.83,0.0
20230125:2010,0.0,0.0,0.0,5.77,0.76,0.0
20230125:2110,0.0,0.0,0.0,5.12,0.83,0.0
20230125:2210,0.0,0.0,0.0,3.55,1.17,0.0
20230125:2310,0.0,0.0,0.0,3.0,1.24,0.0
20230126:0010,0.0,0.0,0.0,3.0,1.24,0.0
20230126:0110,0.0,0.0,0.0,3.29,1.31,0.0
20230126:0210,0.0,0.0,0.0,2.93,1.59,0.0
20230126:0310,0.0,0.0,0.0,3.19,1.59,0.0
20230126:0410,0.0,0.0,0.0,3.57,1.31,0.0
20230126:0510,0.0,0.0,0.0,3.44,1.03,0.0
20230126:0610,0.0,0.0,0.0,3.62,0.76,0.0
20230126:0710,0.0,4.52,2.22,2.09,1.45,0.0
20230126:0810,201.78,240.81,10.78,2.43,1.31,0.0
20230126:0910,263.37,308.44,17.87,3.94,1.72,0.0
20230126:1010,330.45,384.75,22.97,4.74,2.0,0.0
20230126:1110,258.13,305.48,25.56,5.64,2.0,0.0
20230126:1210,634.87,758.48,25.32,6.09,1.59,0.0
20230126:1310,595.64,713.64,22.28,6.46,1.1,0.0
20230126:1410,514.34,612.46,16.81,6.52,0.83,0.0
20230126:1510,282.49,337.74,9.43,6.46,0.69,0.0
20230126:1610,0.0,0.0,0.0,5.88,0.76,0.0
20230126:1710,0.0,0.0,0.0,4.07,1.17,0.0
20230126:1810,0.0,0.0,0.0,2.34,1.45,0.0
20230126:1910,0.0,0.0,0.0,1.38,2.07,0.0
20230126:2010,0.0,0.0,0.0,1.01,2.14,0.0
20230126:2110,0.0,0.0,0.0,1.58,2.28,0.0
20230126:2210,0.0,0.0,0.0,2.37,2.48,0.0
20230126:2310,0.0,0.0,0.0,2.8,2.34,0.0
20230127:0010,0.0,0.0,0.0,2.51,2.28,0.0
20230127:0110,0.0,0.0,0.0,2.28,2.21,0.0
20230127:0210,0.0,0.0,0.0,2.56,2.07,0.0
20230127:0310,0.0,0.0,0.0,2.26,1.93,0.0
20230127:0410,0.0,0.0,0.0,2.18,1.79,0.0
20230127:0510,0.0,0.0,0.0,1.8,1.66,0.0
20230127:0610,0.0,0.0,0.0,1.93,1.52,0.0
20230127:0710,0.0,2.71,2.38,1.55,2.34,0.0
20230127:0810,71.38,96.31,10.96,2.05,1.93,0.0
20230127:0910,188.53,225.25,18.08,3.34,2.07,0.0
20230127:1010,155.27,190.27,23.2,4.11,2.07,0.0
20230127:1110,249.06,294.08,25.81,4.54,1.93,0.0
20230127:1210,114.22,146.08,25.58,5.08,1.72,0.0
20230127:1310,103.78,134.52,22.54,5.36,1.31,0.0
20230127:1410,110.34,141.63,17.06,5.41,0.62,0.0
20230127:1510,57.04,81.16,9.67,5.32,0.41,0.0
20230127:1610,0.0,0.0,0.0,4.67,0.41,0.0
20230127:1710,0.0,0.0,0.0,3.85,0.34,0.0
20230127:1810,0.0,0.0,0.0,2.9,0.69,0.0
20230127:1910,0.0,0.0,0.0,0.51,1.72,0.0
20230127:2010,0.0,0.0,0.0,0.33,1.66,0.0
20230127:2110,0.0,0.0,0.0,0.45,1.59,0.0
20230127:2210,0.0,0.0,0.0,0.36,1.59,0.0
20230127:2310,0.0,0.0,0.0,0.28,1.52,0.0
20230128:0010,0.0,0.0,0.0,0.54,1.31,0.0
20230128:0110,0.0,0.0,0.0,0.42,1.31,0.0
20230128:0210,0.0,0.0,0.0,0.17,1.45,0.0
20230128:0310,0.0,0.0,0.0,0.27,1.31,0.0
20230128:0410,0.0,0.0,0.0,-0.1,1.31,0.0
20230128:0510,0.0,0.0,0.0,-0.21,1.17,0.0
20230128:0610,0.0,0.0,0.0,-0.18,1.1,0.0
20230128:0710,6.27,17.57,2.55,-0.99,1.03,0.0
20230128:0810,343.02,397.68,11.15,-0.07,0.76,0.0
20230128:0910,565.87,665.07,18.29,2.77,0.9,0.0
20230128:1010,700.86,843.24,23.44,4.97,1.31,0.0
20230128:1110,766.05,932.05,26.07,6.29,1.72,0.0
20230128:1210,762.04,931.95,25.85,7.13,1.66,0.0
20230128:1310,692.42,839.51,22.8,7.62,1.59,0.0
20230128:1410,560.6,670.96,17.32,7.84,1.31,0.0
20230128:1510,354.18,423.83,9.92,7.63,0.83,0.0
20230128:1610,0.0,0.0,0.0,6.67,0.9,0.0
20230128:1710,0.0,0.0,0.0,4.14,1.24,0.0
20230128:1810,0.0,0.0,0.0,2.24,1.45,0.0
20230128:1910,0.0,0.0,0.0,2.12,1.24,0.0
20230128:2010,0.0,0.0,0.0,2.57,0.76,0.0
20230128:2110,0.0,0.0,0.0,1.99,0.76,0.0
20230128:2210,0.0,0.0,0.0,1.5,0.9,0.0
20230128:2310,0.0,0.0,0.0,1.05,0.9,0.0
20230129:0010,0.0,0.0,0.0,0.74,0.9,0.0
20230129:0110,0.0,0.0,0.0,0.01,1.1,0.0
20230129:0210,0.0,0.0,0.0,-0.66,1.24,0.0
20230129:0310,0.0,0.0,0.0,-0.62,1.1,0.0
20230129:0410,0.0,0.0,0.0,-0.49,0.9,0.0
20230129:0510,0.0,0.0,0.0,-0.44,0.76,0.0
20230129:0610,0.0,0.0,0.0,-0.92,0.83,0.0
20230129:0710,6.03,17.09,2.72,-2.31,1.17,0.0
20230129:0810,354.69,411.24,11.34,-0.44,0.55,0.0
20230129:0910,563.95,667.36,18.51,2.31,0.34,0.0
20230129:1010,683.88,833.1,23.68,4.88,0.55,0.0
20230129:1110,761.81,941.27,26.33,6.29,0.97,0.0
20230129:1210,755.21,935.84,26.12,7.06,0.97,0.0
20230129:1310,679.98,830.75,23.07,7.5,1.03,0.0
20230129:1410,554.25,664.87,17.57,7.64,1.03,0.0
20230129:1510,325.4,388.63,10.16,7.43,0.97,0.0
20230129:1610,0.0,0.0,0.0,6.55,0.97,0.0
20230129:1710,0.0,0.0,0.0,5.36,0.69,0.0
20230129:1810,0.0,0.0,0.0,4.57,0.55,0.0
20230129:1910,0.0,0.0,0.0,3.69,0.41,0.0
20230129:2010,0.0,0.0,0.0,2.98,0.69,0.0
20230129:2110,0.0,0.0,0.0,2.35,0.76,0.0
20230129:2210,0.0,0.0,0.0,1.73,0.83,0.0
20230129:2310,0.0,0.0,0.0,1.21,0.9,0.0
20230130:0010,0.0,0.0,0.0,0.42,0.97,0.0
20230130:0110,0.0,0.0,0.0,-0.42,1.03,0.0
20230130:0210,0.0,0.0,0.0,-1.21,1.1,0.0
20230130:0310,0.0,0.0,0.0,-1.66,1.17,0.0
20230130:0410,0.0,0.0,0.0,-2.15,1.38,0.0
20230130:0510,0.0,0.0,0.0,-2.63,1.59,0.0
20230130:0610,0.0,0.0,0.0,-2.97,1.72,0.0
20230130:0710,0.0,3.62,2.9,-3.29,1.38,0.0
20230130:0810,320.06,367.46,11.54,-1.69,1.17,0.0
20230130:0910,400.81,460.44,18.73,1.59,1.45,0.0
20230130:1010,693.19,823.92,23.93,4.17,1.72,0.0
20230130:1110,764.58,924.54,26.6,6.49,2.14,0.0
20230130:1210,759.91,918.61,26.39,7.98,2.62,0.0
20230130:1310,685.09,819.94,23.35,8.98,2.97,0.0
20230130:1410,559.85,662.28,17.84,9.46,3.1,0.0
20230130:1510,376.77,447.56,10.41,9.29,2.83,0.0
20230130:1610,0.0,0.0,0.0,7.84,2.83,0.0
20230130:1710,0.0,0.0,0.0,5.94,3.17,0.0
20230130:1810,0.0,0.0,0.0,4.88,3.24,0.0
20230130:1910,0.0,0.0,0.0,4.78,3.52,0.0
20230130:2010,0.0,0.0,0.0,4.37,3.52,0.0
20230130:2110,0.0,0.0,0.0,3.81,3.31,0.0
20230130:2210,0.0,0.0,0.0,3.07,2.9,0.0
20230130:2310,0.0,0.0,0.0,2.21,2.62,0.0
20230131:0010,0.0,0.0,0.0,1.35,2.0,0.0
20230131:0110,0.0,0.0,0.0,2.22,0.69,0.0
20230131:0210,0.0,0.0,0.0,2.29,0.34,0.0
20230131:0310,0.0,0.0,0.0,1.66,0.62,0.0
20230131:0410,0.0,0.0,0.0,1.22,0.69,0.0
20230131:0510,0.0,0.0,0.0,0.49,1.03,0.0
20230131:0610,0.0,0.0,0.0,-1.18,1.38,0.0
20230131:0710,7.35,19.05,3.09,-1.38,0.97,0.0
20230131:0810,363.98,422.29,11.75,-0.15,0.62,0.0
20230131:0910,576.46,681.06,18.96,2.79,0.69,0.0
20230131:1010,701.05,853.11,24.18,5.46,0.9,0.0
20230131:1110,764.13,948.42,26.87,7.53,1.1,0.0
20230131:1210,746.49,929.02,26.67,8.92,1.17,0.0
20230131:1310,687.46,844.88,23.62,9.76,1.45,0.0
20230131:1410,572.99,690.47,18.1,10.13,1.79,0.0
20230131:1510,378.63,453.74,10.66,9.83,1.86,0.0
20230131:1610,0.0,4.52,1.85,8.21,2.34,0.0
20230131:1710,0.0,0.0,0.0,6.02,2.48,0.0
20230131:1810,0.0,0.0,0.0,4.36,2.41,0.0
20230131:1910,0.0,0.0,0.0,3.88,2.55,0.0
20230131:2010,0.0,0.0,0.0,2.68,2.55,0.0
20230131:2110,0.0,0.0,0.0,1.82,2.48,0.0
20230131:2210,0.0,0.0,0.0,1.28,2.62,0.0
20230131:2310,0.0,0.0,0.0,1.08,2.62,0.0
20230201:0010,0.0,0.0,0.0,1.03,2.69,0.0
20230201:0110,0.0,0.0,0.0,0.77,2.55,0.0
20230201:0210,0.0,0.0,0.0,0.48,2.41,0.0
20230201:0310,0.0,0.0,0.0,0.11,2.28,0.0
20230201:0410,0.0,0.0,0.0,-0.37,2.21,0.0
20230201:0510,0.0,0.0,0.0,-0.58,2.14,0.0
20230201:0610,0.0,0.0,0.0,-0.94,2.14,0.0
20230201:0710,12.38,26.62,3.28,-1.15,2.14,0.0
20230201:0810,356.46,411.99,11.96,1.26,1.93,0.0
20230201:0910,555.19,651.04,19.2,5.62,2.14,0.0
20230201:1010,677.4,812.33,24.44,8.77,2.69,0.0
20230201:1110,736.64,893.11,27.14,10.73,3.31,0.0
20230201:1210,724.24,878.6,26.96,11.88,3.66,0.0
20230201:1310,658.52,794.48,23.9,12.69,3.79,0.0
20230201:1410,539.12,644.59,18.37,12.94,3.79,0.0
20230201:1510,343.21,412.95,10.92,12.47,3.38,0.0
20230201:1610,0.0,3.62,2.09,10.66,3.38,0.0
20230201:1710,0.0,0.0,0.0,8.51,3.45,0.0
20230201:1810,0.0,0.0,0.0,7.23,3.38,0.0
20230201:1910,0.0,0.0,0.0,6.67,3.38,0.0
20230201:2010,0.0,0.0,0.0,6.0,3.38,0.0
20230201:2110,0.0,0.0,0.0,5.34,3.17,0.0
20230201:2210,0.0,0.0,0.0,4.73,3.03,0.0
20230201:2310,0.0,0.0,0.0,4.29,2.97,0.0
20230202:0010,0.0,0.0,0.0,4.01,2.97,0.0
20230202:0110,0.0,0.0,0.0,3.7,2.97,0.0
20230202:0210,0.0,0.0,0.0,3.61,2.9,0.0
20230202:0310,0.0,0.0,0.0,3.12,2.9,0.0
20230202:0410,0.0,0.0,0.0,2.83,2.83,0.0
20230202:0510,0.0,0.0,0.0,2.39,2.83,0.0
20230202:0610,0.0,0.0,0.0,2.14,2.83,0.0
20230202:0710,13.14,27.85,3.47,1.51,2.9,0.0
20230202:0810,364.06,421.04,12.18,2.62,2.83,0.0
20230202:0910,566.24,658.56,19.44,5.5,3.03,0.0
20230202:1010,699.87,833.46,24.71,8.14,3.24,0.0
20230202:1110,746.14,902.56,27.43,10.21,3.38,0.0
20230202:1210,724.18,880.53,27.25,11.88,3.45,0.0
20230202:1310,669.64,812.52,24.19,12.92,3.45,0.0
20230202:1410,548.61,659.49,18.64,13.36,3.45,0.0
20230202:1510,352.31,424.68,11.17,12.76,3.17,0.0
20230202:1610,0.26,6.33,2.33,10.94,3.38,0.0
20230202:1710,0.0,0.0,0.0,8.87,3.45,0.0
20230202:1810,0.0,0.0,0.0,7.67,3.31,0.0
20230202:1910,0.0,0.0,0.0,8.34,3.03,0.0
20230202:2010,0.0,0.0,0.0,7.13,2.9,0.0
20230202:2110,0.0,0.0,0.0,5.78,2.83,0.0
20230202:2210,0.0,0.0,0.0,4.7,2.83,0.0
20230202:2310,0.0,0.0,0.0,3.97,2.83,0.0
20230203:0010,0.0,0.0,0.0,3.39,2.76,0.0
20230203:0110,0.0,0.0,0.0,2.78,2.62,0.0
20230203:0210,0.0,0.0,0.0,2.12,2.48,0.0
20230203:0310,0.0,0.0,0.0,1.56,2.48,0.0
20230203:0410,0.0,0.0,0.0,1.01,2.55,0.0
20230203:0510,0.0,0.0,0.0,0.66,2.62,0.0
20230203:0610,0.0,0.0,0.0,0.39,2.62,0.0
20230203:0710,38.72,62.23,3.67,1.22,2.34,0.0
20230203:0810,343.96,399.62,12.4,2.71,2.21,0.0
20230203:0910,558.21,656.46,19.69,5.81,2.0,0.0
20230203:1010,633.94,762.35,24.98,8.91,2.14,0.0
20230203:1110,736.81,904.64,27.72,10.98,2.48,0.0
20230203:1210,725.07,890.54,27.54,12.44,2.9,0.0
20230203:1310,632.25,768.13,24.48,13.57,3.31,0.0
20230203:1410,554.42,668.73,18.92,13.92,3.45,0.0
20230203:1510,121.82,158.8,11.43,13.45,3.03,0.0
20230203:1610,0.0,3.62,2.57,11.79,3.31,0.0
20230203:1710,0.0,0.0,0.0,9.77,3.72,0.0
20230203:1810,0.0,0.0,0.0,8.73,3.86,0.0
20230203:1910,0.0,0.0,0.0,8.33,3.93,0.0
20230203:2010,0.0,0.0,0.0,7.55,4.0,0.0
20230203:2110,0.0,0.0,0.0,7.03,4.07,0.0
20230203:2210,0.0,0.0,0.0,6.72,4.07,0.0
20230203:2310,0.0,0.0,0.0,6.41,4.07,0.0
20230204:0010,0.0,0.0,0.0,6.18,4.07,0.0
20230204:0110,0.0,0.0,0.0,6.02,3.93,0.0
20230204:0210,0.0,0.0,0.0,5.84,3.45,0.0
20230204:0310,0.0,0.0,0.0,5.83,3.17,0.0
20230204:0410,0.0,0.0,0.0,5.66,2.97,0.0
20230204:0510,0.0,0.0,0.0,5.38,3.03,0.0
20230204:0610,0.0,0.0,0.0,5.36,2.97,0.0
20230204:0710,88.18,125.12,3.88,4.68,3.03,0.0
20230204:0810,362.02,425.78,12.63,6.06,2.62,0.0
20230204:0910,542.81,646.4,19.94,9.11,2.21,0.0
20230204:1010,674.63,830.17,25.25,12.76,2.28,0.0
20230204:1110,737.85,919.92,28.01,15.65,3.17,0.0
20230204:1210,717.04,887.44,27.84,17.1,4.28,0.0
20230204:1310,662.94,812.58,24.77,17.44,4.83,0.0
20230204:1410,545.5,660.05,19.2,17.02,5.1,0.0
20230204:1510,352.01,427.59,11.69,16.02,4.83,0.0
20230204:1610,1.83,9.95,2.81,14.34,4.62,0.0
20230204:1710,0.0,0.0,0.0,12.38,4.34,0.0
20230204:1810,0.0,0.0,0.0,10.56,3.52,0.0
20230204:1910,0.0,0.0,0.0,11.46,4.83,0.0
20230204:2010,0.0,0.0,0.0,10.08,3.86,0.0
20230204:2110,0.0,0.0,0.0,8.75,3.86,0.0
20230204:2210,0.0,0.0,0.0,7.88,4.34,0.0
20230204:2310,0.0,0.0,0.0,7.34,4.48,0.0
20230205:0010,0.0,0.0,0.0,7.0,4.41,0.0
20230205:0110,0.0,0.0,0.0,6.59,4.14,0.0
20230205:0210,0.0,0.0,0.0,6.25,3.72,0.0
20230205:0310,0.0,0.0,0.0,5.55,3.17,0.0
20230205:0410,0.0,0.0,0.0,5.1,2.83,0.0
20230205:0510,0.0,0.0,0.0,4.24,2.48,0.0
20230205:0610,0.0,0.0,0.0,3.36,2.41,0.0
20230205:0710,102.0,140.65,4.09,2.2,1.79,0.0
20230205:0810,355.97,415.81,12.86,3.02,1.52,0.0
20230205:0910,557.3,655.06,20.2,5.74,2.0,0.0
20230205:1010,683.29,815.17,25.54,7.11,2.48,0.0
20230205:1110,712.04,853.37,28.31,8.22,2.97,0.0
20230205:1210,703.6,840.46,28.14,8.83,3.45,0.0
20230205:1310,673.59,800.09,25.06,9.14,3.72,0.0
20230205:1410,496.53,580.31,19.48,8.96,4.07,0.0
20230205:1510,373.2,438.58,11.95,8.53,4.14,0.0
20230205:1610,1.93,9.95,3.06,7.64,3.79,0.0
20230205:1710,0.0,0.0,0.0,6.83,4.21,0.0
20230205:1810,0.0,0.0,0.0,6.01,4.55,0.0
20230205:1910,0.0,0.0,0.0,5.68,4.14,0.0
20230205:2010,0.0,0.0,0.0,5.26,3.93,0.0
20230205:2110,0.0,0.0,0.0,4.74,3.59,0.0
20230205:2210,0.0,0.0,0.0,4.24,3.45,0.0
20230205:2310,0.0,0.0,0.0,3.74,3.31,0.0
20230206:0010,0.0,0.0,0.0,3.17,3.03,0.0
20230206:0110,0.0,0.0,0.0,2.71,2.69,0.0
20230206:0210,0.0,0.0,0.0,2.22,2.28,0.0
20230206:0310,0.0,0.0,0.0,2.26,2.21,0.0
20230206:0410,0.0,0.0,0.0,2.23,2.28,0.0
20230206:0510,0.0,0.0,0.0,2.1,2.28,0.0
20230206:0610,0.0,0.0,0.0,1.97,2.28,0.0
20230206:0710,0.0,0.0,0.0,1.88,1.93,0.0
20230206:0810,108.22,137.74,13.1,3.06,2.14,0.0
20230206:0910,89.13,117.04,20.46,3.72,2.41,0.0
20230206:1010,128.73,161.27,25.82,4.1,2.55,0.0
20230206:1110,266.45,313.07,28.61,4.56,2.55,0.0
20230206:1210,79.42,106.72,28.45,4.86,2.48,0.0
20230206:1310,125.1,157.99,25.36,5.3,2.62,0.0
20230206:1410,79.25,106.61,19.76,5.35,2.83,0.0
20230206:1510,59.35,83.63,12.22,5.16,3.17,0.0
20230206:1610,1.98,9.95,3.31,4.51,3.1,0.0
20230206:1710,0.0,0.0,0.0,3.81,3.17,0.0
20230206:1810,0.0,0.0,0.0,3.33,3.45,0.0
20230206:1910,0.0,0.0,0.0,3.62,4.41,0.0
20230206:2010,0.0,0.0,0.0,2.97,4.97,0.0
20230206:2110,0.0,0.0,0.0,2.65,5.31,0.0
20230206:2210,0.0,0.0,0.0,2.26,5.24,0.0
20230206:2310,0.0,0.0,0.0,1.91,4.83,0.0
20230207:0010,0.0,0.0,0.0,1.86,3.86,0.0
20230207:0110,0.0,0.0,0.0,1.28,2.55,0.0
20230207:0210,0.0,0.0,0.0,0.54,1.93,0.0
20230207:0310,0.0,0.0,0.0,-0.4,2.07,0.0
20230207:0410,0.0,0.0,0.0,-1.17,2.14,0.0
20230207:0510,0.0,0.0,0.0,-1.69,2.0,0.0
20230207:0610,0.0,0.0,0.0,-2.1,1.59,0.0
